scoreNullable,teamId,hasTeamName,submissionDate,score,hasScore
4.17,13641300,True,,4.17,True
4.17,13924487,True,,4.17,True
4.17,13727501,True,,4.17,True
4.17,14077869,True,,4.17,True
4.17,13664359,True,,4.17,True
4.17,14070619,True,,4.17,True
4.17,13558814,True,,4.17,True
4.17,13788030,True,,4.17,True
4.17,13642732,True,,4.17,True
4.17,13806312,True,,4.17,True
4.17,13567856,True,,4.17,True
4.17,14097578,True,,4.17,True
4.17,13949139,True,,4.17,True
4.17,13558465,True,,4.17,True
4.17,14129113,True,,4.17,True
4.17,13937584,True,,4.17,True
4.17,14148653,True,,4.17,True
4.17,13564903,True,,4.17,True
4.17,13560564,True,,4.17,True
4.17,13665155,True,,4.17,True
4.17,14199958,True,,4.17,True
4.17,14203933,True,,4.17,True
4.17,14145564,True,,4.17,True
4.17,13928740,True,,4.17,True
4.17,13741770,True,,4.17,True
4.17,13964067,True,,4.17,True
4.17,13590428,True,,4.17,True
4.17,14220255,True,,4.17,True
4.17,13971794,True,,4.17,True
4.17,14119483,True,,4.17,True
4.17,14248412,True,,4.17,True
4.17,13560475,True,,4.17,True
4.17,13581542,True,,4.17,True
4.17,14152243,True,,4.17,True
4.17,14321000,True,,4.17,True
4.17,13558510,True,,4.17,True
4.17,13594286,True,,4.17,True
4.17,13623277,True,,4.17,True
4.17,14252092,True,,4.17,True
4.17,14249946,True,,4.17,True
4.17,13982883,True,,4.17,True
4.17,13619171,True,,4.17,True
4.17,13558680,True,,4.17,True
4.17,14367923,True,,4.17,True
4.17,14400246,True,,4.17,True
4.17,14298163,True,,4.17,True
4.17,14294821,True,,4.17,True
4.17,14100818,True,,4.17,True
4.17,13570833,True,,4.17,True
4.17,14266867,True,,4.17,True
4.17,14145738,True,,4.17,True
4.17,13558431,True,,4.17,True
4.17,13890384,True,,4.17,True
4.17,14042863,True,,4.17,True
4.17,14465680,True,,4.17,True
4.17,13603451,True,,4.17,True
4.17,13581618,True,,4.17,True
4.17,13885241,True,,4.17,True
4.17,14474432,True,,4.17,True
4.17,14477753,True,,4.17,True
4.17,14486053,True,,4.17,True
4.17,14485603,True,,4.17,True
4.17,13922636,True,,4.17,True
4.17,13564044,True,,4.17,True
4.17,14390381,True,,4.17,True
4.17,14144724,True,,4.17,True
4.17,14512325,True,,4.17,True
4.17,14527564,True,,4.17,True
4.17,14541319,True,,4.17,True
4.17,14542433,True,,4.17,True
4.17,14423963,True,,4.17,True
4.17,13580402,True,,4.17,True
4.17,14525217,True,,4.17,True
4.17,14537369,True,,4.17,True
4.17,14559141,True,,4.17,True
4.17,14449603,True,,4.17,True
4.17,14423315,True,,4.17,True
4.17,13578512,True,,4.17,True
3.75,13858759,True,,3.75,True
3.75,13962953,True,,3.75,True
3.75,14105588,True,,3.75,True
3.75,14412292,True,,3.75,True
3.75,14409205,True,,3.75,True
3.75,13567310,True,,3.75,True
3.75,14116868,True,,3.75,True
3.33,13560207,True,,3.33,True
3.33,13563422,True,,3.33,True
3.33,13558424,True,,3.33,True
3.33,13572313,True,,3.33,True
3.33,13650413,True,,3.33,True
3.33,13560540,True,,3.33,True
3.33,13594269,True,,3.33,True
3.33,13671322,True,,3.33,True
3.33,13559882,True,,3.33,True
3.33,13607714,True,,3.33,True
3.33,13563840,True,,3.33,True
3.33,13573187,True,,3.33,True
3.33,13563560,True,,3.33,True
3.33,13697243,True,,3.33,True
3.33,13700470,True,,3.33,True
3.33,13712705,True,,3.33,True
3.33,13558657,True,,3.33,True
3.33,13673588,True,,3.33,True
3.33,13579871,True,,3.33,True
3.33,13576542,True,,3.33,True
3.33,13583188,True,,3.33,True
3.33,13562661,True,,3.33,True
3.33,13591801,True,,3.33,True
3.33,13736685,True,,3.33,True
3.33,13737402,True,,3.33,True
3.33,13562287,True,,3.33,True
3.33,13558684,True,,3.33,True
3.33,13738176,True,,3.33,True
3.33,13597139,True,,3.33,True
3.33,13559671,True,,3.33,True
3.33,13564095,True,,3.33,True
3.33,13577331,True,,3.33,True
3.33,13778005,True,,3.33,True
3.33,13694616,True,,3.33,True
3.33,13562128,True,,3.33,True
3.33,13565964,True,,3.33,True
3.33,13834000,True,,3.33,True
3.33,13561638,True,,3.33,True
3.33,13600512,True,,3.33,True
3.33,13848446,True,,3.33,True
3.33,13862687,True,,3.33,True
3.33,13562388,True,,3.33,True
3.33,13650542,True,,3.33,True
3.33,13889013,True,,3.33,True
3.33,13735291,True,,3.33,True
3.33,13896948,True,,3.33,True
3.33,13558934,True,,3.33,True
3.33,13911379,True,,3.33,True
3.33,13800921,True,,3.33,True
3.33,13911847,True,,3.33,True
3.33,13934657,True,,3.33,True
3.33,13790137,True,,3.33,True
3.33,13946638,True,,3.33,True
3.33,13725170,True,,3.33,True
3.33,13957415,True,,3.33,True
3.33,13689634,True,,3.33,True
3.33,13561340,True,,3.33,True
3.33,13592287,True,,3.33,True
3.33,13558588,True,,3.33,True
3.33,13561014,True,,3.33,True
3.33,13811361,True,,3.33,True
3.33,14002793,True,,3.33,True
3.33,13925378,True,,3.33,True
3.33,13612182,True,,3.33,True
3.33,13570782,True,,3.33,True
3.33,13938636,True,,3.33,True
3.33,13828012,True,,3.33,True
3.33,13934821,True,,3.33,True
3.33,14017625,True,,3.33,True
3.33,13563068,True,,3.33,True
3.33,13952395,True,,3.33,True
3.33,13628839,True,,3.33,True
3.33,13820470,True,,3.33,True
3.33,13994630,True,,3.33,True
3.33,13569982,True,,3.33,True
3.33,13836812,True,,3.33,True
3.33,13560301,True,,3.33,True
3.33,13558849,True,,3.33,True
3.33,13593860,True,,3.33,True
3.33,13578095,True,,3.33,True
3.33,13570222,True,,3.33,True
3.33,13624582,True,,3.33,True
3.33,14047848,True,,3.33,True
3.33,14105640,True,,3.33,True
3.33,14097563,True,,3.33,True
3.33,14092263,True,,3.33,True
3.33,13573190,True,,3.33,True
3.33,14072948,True,,3.33,True
3.33,14116889,True,,3.33,True
3.33,14096899,True,,3.33,True
3.33,14116939,True,,3.33,True
3.33,14124868,True,,3.33,True
3.33,14123422,True,,3.33,True
3.33,13620832,True,,3.33,True
3.33,14013907,True,,3.33,True
3.33,14132483,True,,3.33,True
3.33,14052216,True,,3.33,True
3.33,13593322,True,,3.33,True
3.33,13679419,True,,3.33,True
3.33,13914948,True,,3.33,True
3.33,13789916,True,,3.33,True
3.33,13626541,True,,3.33,True
3.33,14006057,True,,3.33,True
3.33,13697875,True,,3.33,True
3.33,14586222,True,,3.33,True
3.33,14199691,True,,3.33,True
3.33,13761010,True,,3.33,True
3.33,13936437,True,,3.33,True
3.33,14215050,True,,3.33,True
3.33,14024042,True,,3.33,True
3.33,13642844,True,,3.33,True
3.33,14248513,True,,3.33,True
3.33,13921450,True,,3.33,True
3.33,13647252,True,,3.33,True
3.33,14190909,True,,3.33,True
3.33,14136944,True,,3.33,True
3.33,14236929,True,,3.33,True
3.33,13558540,True,,3.33,True
3.33,13803517,True,,3.33,True
3.33,13558729,True,,3.33,True
3.33,14274440,True,,3.33,True
3.33,13800121,True,,3.33,True
3.33,13575614,True,,3.33,True
3.33,13561785,True,,3.33,True
3.33,13942157,True,,3.33,True
3.33,13609707,True,,3.33,True
3.33,13862440,True,,3.33,True
3.33,13894457,True,,3.33,True
3.33,14347511,True,,3.33,True
3.33,13686890,True,,3.33,True
3.33,14351186,True,,3.33,True
3.33,13560522,True,,3.33,True
3.33,14352410,True,,3.33,True
3.33,13564253,True,,3.33,True
3.33,14368724,True,,3.33,True
3.33,14374976,True,,3.33,True
3.33,14372114,True,,3.33,True
3.33,14371506,True,,3.33,True
3.33,13851133,True,,3.33,True
3.33,14065718,True,,3.33,True
3.33,14387559,True,,3.33,True
3.33,13558416,True,,3.33,True
3.33,14335930,True,,3.33,True
3.33,14197449,True,,3.33,True
3.33,14297037,True,,3.33,True
3.33,14280591,True,,3.33,True
3.33,14057236,True,,3.33,True
3.33,14387359,True,,3.33,True
3.33,13606174,True,,3.33,True
3.33,13611196,True,,3.33,True
3.33,14426488,True,,3.33,True
3.33,14342072,True,,3.33,True
3.33,14443832,True,,3.33,True
3.33,14377226,True,,3.33,True
3.33,13649621,True,,3.33,True
3.33,14454495,True,,3.33,True
3.33,13564874,True,,3.33,True
3.33,14450719,True,,3.33,True
3.33,14454426,True,,3.33,True
3.33,13568806,True,,3.33,True
3.33,14411020,True,,3.33,True
3.33,14296438,True,,3.33,True
3.33,13563369,True,,3.33,True
3.33,14460647,True,,3.33,True
3.33,14471570,True,,3.33,True
3.33,14477242,True,,3.33,True
3.33,14482477,True,,3.33,True
3.33,14445527,True,,3.33,True
3.33,14484031,True,,3.33,True
3.33,14478537,True,,3.33,True
3.33,14487652,True,,3.33,True
3.33,14492086,True,,3.33,True
3.33,14492448,True,,3.33,True
3.33,14482022,True,,3.33,True
3.33,13562612,True,,3.33,True
3.33,14398462,True,,3.33,True
3.33,14482120,True,,3.33,True
3.33,13716679,True,,3.33,True
3.33,14250444,True,,3.33,True
3.33,13745293,True,,3.33,True
3.33,13926889,True,,3.33,True
3.33,14458156,True,,3.33,True
3.33,14516620,True,,3.33,True
3.33,14149860,True,,3.33,True
3.33,14417691,True,,3.33,True
3.33,14520777,True,,3.33,True
3.33,13565149,True,,3.33,True
3.33,14416663,True,,3.33,True
3.33,14528561,True,,3.33,True
3.33,14529323,True,,3.33,True
3.33,14294778,True,,3.33,True
3.33,14528391,True,,3.33,True
3.33,14464900,True,,3.33,True
3.33,14519005,True,,3.33,True
3.33,14040436,True,,3.33,True
3.33,14526808,True,,3.33,True
3.33,14491557,True,,3.33,True
3.33,14537597,True,,3.33,True
3.33,14550968,True,,3.33,True
3.33,14542923,True,,3.33,True
3.33,14556244,True,,3.33,True
3.33,14551075,True,,3.33,True
3.33,13558843,True,,3.33,True
3.33,14564875,True,,3.33,True
3.33,13744643,True,,3.33,True
3.33,13560638,True,,3.33,True
3.33,14291100,True,,3.33,True
3.33,14326312,True,,3.33,True
3.33,14214262,True,,3.33,True
3.33,13600770,True,,3.33,True
3.33,14328627,True,,3.33,True
3.33,13577960,True,,3.33,True
3.33,14575934,True,,3.33,True
3.33,14565185,True,,3.33,True
3.33,13610499,True,,3.33,True
3.33,14543073,True,,3.33,True
3.33,13647149,True,,3.33,True
3.33,14169781,True,,3.33,True
3.33,13590982,True,,3.33,True
3.33,13663889,True,,3.33,True
3.33,14559407,True,,3.33,True
3.33,14591552,True,,3.33,True
3.33,14527617,True,,3.33,True
2.92,13673887,True,,2.92,True
2.78,13558917,True,,2.78,True
2.50,13560298,True,,2.50,True
2.50,13626824,True,,2.50,True
2.50,13592823,True,,2.50,True
2.50,13671309,True,,2.50,True
2.50,13656571,True,,2.50,True
2.50,13579480,True,,2.50,True
2.50,13618520,True,,2.50,True
2.50,13673607,True,,2.50,True
2.50,13684750,True,,2.50,True
2.50,13558739,True,,2.50,True
2.50,13690004,True,,2.50,True
2.50,13654296,True,,2.50,True
2.50,13559215,True,,2.50,True
2.50,13574908,True,,2.50,True
2.50,13619497,True,,2.50,True
2.50,13567559,True,,2.50,True
2.50,13680835,True,,2.50,True
2.50,13561260,True,,2.50,True
2.50,13757254,True,,2.50,True
2.50,13783382,True,,2.50,True
2.50,13798833,True,,2.50,True
2.50,13558828,True,,2.50,True
2.50,13590319,True,,2.50,True
2.50,13559408,True,,2.50,True
2.50,13577847,True,,2.50,True
2.50,13582966,True,,2.50,True
2.50,13833356,True,,2.50,True
2.50,13884885,True,,2.50,True
2.50,13559485,True,,2.50,True
2.50,13947962,True,,2.50,True
2.50,13777332,True,,2.50,True
2.50,13951278,True,,2.50,True
2.50,13936803,True,,2.50,True
2.50,13562032,True,,2.50,True
2.50,13960403,True,,2.50,True
2.50,13659269,True,,2.50,True
2.50,13880440,True,,2.50,True
2.50,13578604,True,,2.50,True
2.50,13654444,True,,2.50,True
2.50,13808121,True,,2.50,True
2.50,13907275,True,,2.50,True
2.50,14049936,True,,2.50,True
2.50,13592989,True,,2.50,True
2.50,14054862,True,,2.50,True
2.50,14071294,True,,2.50,True
2.50,14070656,True,,2.50,True
2.50,13942652,True,,2.50,True
2.50,14074445,True,,2.50,True
2.50,14104486,True,,2.50,True
2.50,14104531,True,,2.50,True
2.50,14113386,True,,2.50,True
2.50,14125793,True,,2.50,True
2.50,14140948,True,,2.50,True
2.50,14138075,True,,2.50,True
2.50,14140840,True,,2.50,True
2.50,13876561,True,,2.50,True
2.50,14158697,True,,2.50,True
2.50,14586319,True,,2.50,True
2.50,14180611,True,,2.50,True
2.50,14183519,True,,2.50,True
2.50,13589732,True,,2.50,True
2.50,14194534,True,,2.50,True
2.50,13726680,True,,2.50,True
2.50,13991437,True,,2.50,True
2.50,13559228,True,,2.50,True
2.50,14231586,True,,2.50,True
2.50,14229555,True,,2.50,True
2.50,14237059,True,,2.50,True
2.50,14241983,True,,2.50,True
2.50,14144623,True,,2.50,True
2.50,13579726,True,,2.50,True
2.50,14223823,True,,2.50,True
2.50,14263554,True,,2.50,True
2.50,13593640,True,,2.50,True
2.50,14274396,True,,2.50,True
2.50,14281304,True,,2.50,True
2.50,14292137,True,,2.50,True
2.50,14131419,True,,2.50,True
2.50,13567568,True,,2.50,True
2.50,14323938,True,,2.50,True
2.50,14333109,True,,2.50,True
2.50,14371377,True,,2.50,True
2.50,14391689,True,,2.50,True
2.50,14417088,True,,2.50,True
2.50,13881534,True,,2.50,True
2.50,13801676,True,,2.50,True
2.50,14426816,True,,2.50,True
2.50,14018885,True,,2.50,True
2.50,13782464,True,,2.50,True
2.50,14286276,True,,2.50,True
2.50,13568156,True,,2.50,True
2.50,13579798,True,,2.50,True
2.50,14359036,True,,2.50,True
2.50,13559112,True,,2.50,True
2.50,14481851,True,,2.50,True
2.50,13584095,True,,2.50,True
2.50,14028430,True,,2.50,True
2.50,13558401,True,,2.50,True
2.50,14463808,True,,2.50,True
2.50,14505284,True,,2.50,True
2.50,14525243,True,,2.50,True
2.50,14530104,True,,2.50,True
2.50,14533186,True,,2.50,True
2.50,13562142,True,,2.50,True
2.50,14277043,True,,2.50,True
2.50,13576311,True,,2.50,True
2.50,14490149,True,,2.50,True
2.50,13655885,True,,2.50,True
2.50,14404131,True,,2.50,True
2.50,14574260,True,,2.50,True
2.50,14521922,True,,2.50,True
2.50,14550230,True,,2.50,True
2.50,13559062,True,,2.50,True
2.50,14581450,True,,2.50,True
2.50,13878332,True,,2.50,True
2.50,14568104,True,,2.50,True
2.50,13558994,True,,2.50,True
2.08,13559410,True,,2.08,True
2.08,14043777,True,,2.08,True
1.67,13563174,True,,1.67,True
1.67,13620481,True,,1.67,True
1.67,13608985,True,,1.67,True
1.67,13558612,True,,1.67,True
1.67,13566296,True,,1.67,True
1.67,13794919,True,,1.67,True
1.67,13565565,True,,1.67,True
1.67,13860961,True,,1.67,True
1.67,13992639,True,,1.67,True
1.67,13560392,True,,1.67,True
1.67,14115898,True,,1.67,True
1.67,13743904,True,,1.67,True
1.67,14223357,True,,1.67,True
1.67,14424416,True,,1.67,True
1.67,13849398,True,,1.67,True
1.67,13797644,True,,1.67,True
1.67,14471478,True,,1.67,True
1.67,13944204,True,,1.67,True
1.67,13881499,True,,1.67,True
1.67,14047880,True,,1.67,True
1.67,14522206,True,,1.67,True
1.67,14579375,True,,1.67,True
1.67,14557992,True,,1.67,True
1.25,13917823,True,,1.25,True
1.25,14527630,True,,1.25,True
1.25,14004384,True,,1.25,True
1.25,13579902,True,,1.25,True
0.83,13566517,True,,0.83,True
0.83,13687976,True,,0.83,True
0.83,13687245,True,,0.83,True
0.83,13565047,True,,0.83,True
0.83,13755304,True,,0.83,True
0.83,13559714,True,,0.83,True
0.83,13576605,True,,0.83,True
0.83,13665904,True,,0.83,True
0.83,13567157,True,,0.83,True
0.83,13770429,True,,0.83,True
0.83,14064214,True,,0.83,True
0.83,13922299,True,,0.83,True
0.83,14238001,True,,0.83,True
0.83,13570789,True,,0.83,True
0.83,13600620,True,,0.83,True
0.83,14303557,True,,0.83,True
0.83,14293096,True,,0.83,True
0.83,14324741,True,,0.83,True
0.83,14044689,True,,0.83,True
0.83,13834780,True,,0.83,True
0.83,13981051,True,,0.83,True
0.83,14367958,True,,0.83,True
0.83,14276504,True,,0.83,True
0.83,14409938,True,,0.83,True
0.83,13890806,True,,0.83,True
0.83,13700060,True,,0.83,True
0.83,13689586,True,,0.83,True
0.83,14487815,True,,0.83,True
0.83,14386904,True,,0.83,True
0.83,14497139,True,,0.83,True
0.83,14501665,True,,0.83,True
0.83,14413937,True,,0.83,True
0.83,14524423,True,,0.83,True
0.83,13573916,True,,0.83,True
0.83,14534317,True,,0.83,True
0.83,13663161,True,,0.83,True
0.83,14493964,True,,0.83,True
0.83,13939522,True,,0.83,True
0.83,14002237,True,,0.83,True
0.42,13575060,True,,0.42,True
0.42,13662636,True,,0.42,True
0.42,13810217,True,,0.42,True
0.42,13931705,True,,0.42,True
0.42,13896249,True,,0.42,True
0.42,13856419,True,,0.42,True
0.42,13974084,True,,0.42,True
0.42,13560557,True,,0.42,True
0.42,13940274,True,,0.42,True
0.42,14250688,True,,0.42,True
0.42,14405112,True,,0.42,True
0.42,13561520,True,,0.42,True
0.42,14463978,True,,0.42,True
0.42,14424735,True,,0.42,True
0.42,14472961,True,,0.42,True
0.42,14457482,True,,0.42,True
0.42,13637152,True,,0.42,True
0.42,13860270,True,,0.42,True
0.42,13984647,True,,0.42,True
0.42,14235435,True,,0.42,True
0.00,13522966,True,,0.00,True
0.00,13559891,True,,0.00,True
0.00,13649799,True,,0.00,True
0.00,13574652,True,,0.00,True
0.00,13619926,True,,0.00,True
0.00,13656986,True,,0.00,True
0.00,13563722,True,,0.00,True
0.00,13643378,True,,0.00,True
0.00,13626641,True,,0.00,True
0.00,13562519,True,,0.00,True
0.00,13657312,True,,0.00,True
0.00,13560016,True,,0.00,True
0.00,13672105,True,,0.00,True
0.00,13657284,True,,0.00,True
0.00,13672764,True,,0.00,True
0.00,13564941,True,,0.00,True
0.00,13560270,True,,0.00,True
0.00,13563666,True,,0.00,True
0.00,13683819,True,,0.00,True
0.00,13681448,True,,0.00,True
0.00,13592684,True,,0.00,True
0.00,13560188,True,,0.00,True
0.00,13669197,True,,0.00,True
0.00,13559050,True,,0.00,True
0.00,13681915,True,,0.00,True
0.00,13655548,True,,0.00,True
0.00,13561320,True,,0.00,True
0.00,13698542,True,,0.00,True
0.00,13562651,True,,0.00,True
0.00,13662937,True,,0.00,True
0.00,13680717,True,,0.00,True
0.00,13702996,True,,0.00,True
0.00,13713081,True,,0.00,True
0.00,13645604,True,,0.00,True
0.00,13715915,True,,0.00,True
0.00,13660534,True,,0.00,True
0.00,13659012,True,,0.00,True
0.00,13566223,True,,0.00,True
0.00,13706320,True,,0.00,True
0.00,13662684,True,,0.00,True
0.00,13635621,True,,0.00,True
0.00,13720712,True,,0.00,True
0.00,13715648,True,,0.00,True
0.00,13729196,True,,0.00,True
0.00,13731477,True,,0.00,True
0.00,13560445,True,,0.00,True
0.00,13735579,True,,0.00,True
0.00,13630577,True,,0.00,True
0.00,13563169,True,,0.00,True
0.00,13738802,True,,0.00,True
0.00,13735980,True,,0.00,True
0.00,13737707,True,,0.00,True
0.00,13733469,True,,0.00,True
0.00,13710934,True,,0.00,True
0.00,13587371,True,,0.00,True
0.00,13644914,True,,0.00,True
0.00,13752306,True,,0.00,True
0.00,13596273,True,,0.00,True
0.00,13570912,True,,0.00,True
0.00,13756444,True,,0.00,True
0.00,13569967,True,,0.00,True
0.00,13708643,True,,0.00,True
0.00,13697852,True,,0.00,True
0.00,13722198,True,,0.00,True
0.00,13558409,True,,0.00,True
0.00,13700099,True,,0.00,True
0.00,13645797,True,,0.00,True
0.00,13570061,True,,0.00,True
0.00,13561852,True,,0.00,True
0.00,13776756,True,,0.00,True
0.00,13774510,True,,0.00,True
0.00,13787583,True,,0.00,True
0.00,13784339,True,,0.00,True
0.00,13694699,True,,0.00,True
0.00,13784085,True,,0.00,True
0.00,13794943,True,,0.00,True
0.00,13591823,True,,0.00,True
0.00,13798253,True,,0.00,True
0.00,13794992,True,,0.00,True
0.00,13767150,True,,0.00,True
0.00,13749783,True,,0.00,True
0.00,13800600,True,,0.00,True
0.00,13560563,True,,0.00,True
0.00,13792316,True,,0.00,True
0.00,13776305,True,,0.00,True
0.00,13776332,True,,0.00,True
0.00,13794205,True,,0.00,True
0.00,13797865,True,,0.00,True
0.00,13827897,True,,0.00,True
0.00,13596668,True,,0.00,True
0.00,13790926,True,,0.00,True
0.00,13832428,True,,0.00,True
0.00,13836946,True,,0.00,True
0.00,13563782,True,,0.00,True
0.00,13731987,True,,0.00,True
0.00,13845282,True,,0.00,True
0.00,13856327,True,,0.00,True
0.00,13856513,True,,0.00,True
0.00,13793233,True,,0.00,True
0.00,13773954,True,,0.00,True
0.00,13570151,True,,0.00,True
0.00,13722439,True,,0.00,True
0.00,13779203,True,,0.00,True
0.00,13787828,True,,0.00,True
0.00,13887425,True,,0.00,True
0.00,13772159,True,,0.00,True
0.00,13890427,True,,0.00,True
0.00,13887759,True,,0.00,True
0.00,13808023,True,,0.00,True
0.00,13804107,True,,0.00,True
0.00,13645484,True,,0.00,True
0.00,13907099,True,,0.00,True
0.00,13895043,True,,0.00,True
0.00,13918008,True,,0.00,True
0.00,13922930,True,,0.00,True
0.00,13909335,True,,0.00,True
0.00,13745320,True,,0.00,True
0.00,13924496,True,,0.00,True
0.00,13933966,True,,0.00,True
0.00,13930438,True,,0.00,True
0.00,13882776,True,,0.00,True
0.00,13875054,True,,0.00,True
0.00,13937091,True,,0.00,True
0.00,13559952,True,,0.00,True
0.00,13922140,True,,0.00,True
0.00,13560020,True,,0.00,True
0.00,13941817,True,,0.00,True
0.00,13668788,True,,0.00,True
0.00,13923371,True,,0.00,True
0.00,13600694,True,,0.00,True
0.00,13939499,True,,0.00,True
0.00,13625867,True,,0.00,True
0.00,13955514,True,,0.00,True
0.00,13589250,True,,0.00,True
0.00,13689282,True,,0.00,True
0.00,13775499,True,,0.00,True
0.00,13943247,True,,0.00,True
0.00,13963760,True,,0.00,True
0.00,13959759,True,,0.00,True
0.00,13962529,True,,0.00,True
0.00,13581716,True,,0.00,True
0.00,13970758,True,,0.00,True
0.00,13971612,True,,0.00,True
0.00,13972314,True,,0.00,True
0.00,13559827,True,,0.00,True
0.00,13976275,True,,0.00,True
0.00,13981881,True,,0.00,True
0.00,13595126,True,,0.00,True
0.00,13985141,True,,0.00,True
0.00,13982333,True,,0.00,True
0.00,13629542,True,,0.00,True
0.00,13936395,True,,0.00,True
0.00,13995270,True,,0.00,True
0.00,13966391,True,,0.00,True
0.00,13997033,True,,0.00,True
0.00,13985901,True,,0.00,True
0.00,13995749,True,,0.00,True
0.00,14347313,True,,0.00,True
0.00,13944419,True,,0.00,True
0.00,13587092,True,,0.00,True
0.00,13612278,True,,0.00,True
0.00,13746830,True,,0.00,True
0.00,14005667,True,,0.00,True
0.00,13872775,True,,0.00,True
0.00,13835435,True,,0.00,True
0.00,13807075,True,,0.00,True
0.00,13938584,True,,0.00,True
0.00,14011458,True,,0.00,True
0.00,14012494,True,,0.00,True
0.00,13779236,True,,0.00,True
0.00,14007344,True,,0.00,True
0.00,14018135,True,,0.00,True
0.00,13772256,True,,0.00,True
0.00,13559370,True,,0.00,True
0.00,13939426,True,,0.00,True
0.00,14022214,True,,0.00,True
0.00,14023547,True,,0.00,True
0.00,13977056,True,,0.00,True
0.00,14023536,True,,0.00,True
0.00,13807002,True,,0.00,True
0.00,13569839,True,,0.00,True
0.00,13741360,True,,0.00,True
0.00,14247170,True,,0.00,True
0.00,13560315,True,,0.00,True
0.00,14028270,True,,0.00,True
0.00,14040793,True,,0.00,True
0.00,14040794,True,,0.00,True
0.00,14039361,True,,0.00,True
0.00,14020830,True,,0.00,True
0.00,13895497,True,,0.00,True
0.00,14004051,True,,0.00,True
0.00,14047883,True,,0.00,True
0.00,14042128,True,,0.00,True
0.00,14038882,True,,0.00,True
0.00,14017325,True,,0.00,True
